County,location_type,gender,education_level,marital_status,adults,financially_excluded,age,is_youth,is_rural_youth
Makueni,Rural,Female,Secondary completed ,Single/Never Married,>1 adult Household,1,21,1,1
Kiambu,Urban,Male,Some university,Married/Living with partner,>1 adult Household,0,34,1,0
Nandi,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,19,1,0
Kakamega,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,28,1,1
Wajir,Urban,Female,None ,Married/Living with partner,>1 adult Household,0,26,1,0
Vihiga,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,29,1,1
Garissa,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,31,1,1
Mandera,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,55,0,0
Kajiado,Rural,Female,None ,Single/Never Married,1 adult Household,1,18,1,1
Bomet,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,22,1,0
Kericho,Rural,Female,Primary completed,Widowed,1 adult Household,0,30,1,1
Tana River,Urban,Male,None ,Married/Living with partner,>1 adult Household,0,42,0,0
Laikipia,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,38,0,0
Kwale,Urban,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,22,1,0
Homabay,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,25,1,1
Busia,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,40,0,0
Baringo,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,86,0,0
Vihiga,Rural,Male,Some primary ,Single/Never Married,>1 adult Household,0,24,1,1
Nyamira,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,40,0,0
West Pokot,Rural,Female,None ,Married/Living with partner,>1 adult Household,1,70,0,0
Marsabit,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,30,1,0
Lamu,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,35,1,1
Uasin Gishu,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,27,1,0
Elgeyo-Marakwet,Rural,Male,Some primary ,Single/Never Married,1 adult Household,0,28,1,1
Nyamira,Rural,Male,Some primary ,Widowed,1 adult Household,0,72,0,0
Mombasa,Urban,Male,Some technical training after secondary school,Single/Never Married,>1 adult Household,0,22,1,0
Trans Nzoia,Urban,Female,Secondary completed ,Single/Never Married,>1 adult Household,0,18,1,0
Nandi,Urban,Female,Secondary completed ,Single/Never Married,1 adult Household,0,21,1,0
West Pokot,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,28,1,0
Tharaka-Nithi,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,38,0,0
Tharaka-Nithi,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,32,1,1
Kilifi,Urban,Female,University completed ,Single/Never Married,>1 adult Household,0,25,1,0
Baringo,Urban,Male,Secondary completed ,Single/Never Married,1 adult Household,0,33,1,0
Nairobi City,Urban,Female,Secondary completed ,Single/Never Married,1 adult Household,0,29,1,0
Tharaka-Nithi,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,40,0,0
Baringo,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,60,0,0
Machakos,Rural,Female,Primary completed,Single/Never Married,>1 adult Household,0,49,0,0
Kwale,Rural,Female,Some primary ,Widowed,1 adult Household,1,56,0,0
Kisii,Rural,Female,Some primary ,Widowed,1 adult Household,0,45,0,0
Samburu,Rural,Female,None ,Widowed,>1 adult Household,0,60,0,0
Narok,Urban,Female,Secondary completed ,Married/Living with partner,1 adult Household,0,30,1,0
Embu,Rural,Male,Primary completed,Divorced/separated,1 adult Household,0,40,0,0
Embu,Rural,Female,None ,Widowed,1 adult Household,0,70,0,0
Kilifi,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,52,0,0
Uasin Gishu,Urban,Male,University completed ,Married/Living with partner,>1 adult Household,0,62,0,0
Meru,Rural,Male,Completed technical training after secondary school,Single/Never Married,>1 adult Household,0,28,1,1
Laikipia,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,46,0,0
Vihiga,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,63,0,0
Nairobi City,Urban,Male,Primary completed,Single/Never Married,1 adult Household,0,30,1,0
Nyamira,Urban,Male,Some technical training after secondary school,Single/Never Married,>1 adult Household,0,21,1,0
Meru,Rural,Female,Some primary ,Widowed,>1 adult Household,0,49,0,0
Turkana,Rural,Male,None ,Widowed,>1 adult Household,1,55,0,0
Lamu,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,25,1,1
Nairobi City,Urban,Male,University completed ,Married/Living with partner,>1 adult Household,0,60,0,0
Embu,Rural,Female,University completed ,Widowed,>1 adult Household,0,51,0,0
Bomet,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,33,1,1
Turkana,Urban,Male,None ,Married/Living with partner,>1 adult Household,0,47,0,0
Uasin Gishu,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,1,55,0,0
Murang'a,Rural,Male,Secondary completed ,Married/Living with partner,1 adult Household,0,31,1,1
Trans Nzoia,Rural,Male,Primary completed,Single/Never Married,1 adult Household,0,22,1,1
Nyeri,Urban,Female,Primary completed,Divorced/separated,1 adult Household,0,40,0,0
Mandera,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,42,0,0
Nakuru,Rural,Male,Some primary ,Married/Living with partner,1 adult Household,0,70,0,0
Machakos,Rural,Female,None ,Widowed,>1 adult Household,0,85,0,0
Kwale,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,50,0,0
Nyamira,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,36,0,0
Tana River,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,42,0,0
Narok,Urban,Female,Primary completed,Single/Never Married,1 adult Household,1,27,1,0
Elgeyo-Marakwet,Urban,Male,Some secondary,Married/Living with partner,>1 adult Household,0,36,0,0
Kitui,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,36,0,0
Tana River,Urban,Female,None ,Widowed,1 adult Household,0,72,0,0
Marsabit,Urban,Male,None ,Married/Living with partner,>1 adult Household,0,40,0,0
Nyamira,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,25,1,1
Nakuru,Urban,Male,University completed ,Single/Never Married,>1 adult Household,0,28,1,0
Bungoma,Rural,Female,Secondary completed ,Widowed,>1 adult Household,0,62,0,0
Samburu,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,28,1,1
Kitui,Rural,Female,Primary completed,Married/Living with partner,1 adult Household,0,37,0,0
Wajir,Urban,Female,None ,Married/Living with partner,>1 adult Household,0,24,1,0
Laikipia,Rural,Male,Primary completed,Single/Never Married,1 adult Household,1,34,1,1
Embu,Rural,Male,Primary completed,Divorced/separated,1 adult Household,0,67,0,0
Kajiado,Urban,Female,Secondary completed ,Married/Living with partner,>1 adult Household,0,32,1,0
Mombasa,Urban,Male,Primary completed,Married/Living with partner,1 adult Household,0,30,1,0
West Pokot,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,1,40,0,0
Busia,Rural,Female,Primary completed,Widowed,1 adult Household,0,53,0,0
Machakos,Rural,Male,Completed technical training after secondary school,Married/Living with partner,1 adult Household,0,32,1,1
Kitui,Rural,Female,Some primary ,Widowed,1 adult Household,0,48,0,0
Vihiga,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,52,0,0
Mandera,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,47,0,0
Kajiado,Rural,Female,None ,Divorced/separated,1 adult Household,0,38,0,0
Bomet,Rural,Male,Some primary ,Widowed,1 adult Household,1,70,0,0
Makueni,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,49,0,0
Nandi,Rural,Female,Some primary ,Widowed,1 adult Household,1,92,0,0
Uasin Gishu,Rural,Male,Some primary ,Widowed,>1 adult Household,0,45,0,0
Kiambu,Urban,Female,Some university,Single/Never Married,>1 adult Household,0,30,1,0
Kwale,Rural,Female,None ,Married/Living with partner,1 adult Household,0,32,1,1
Embu,Rural,Female,Some primary ,Widowed,1 adult Household,1,80,0,0
Kiambu,Urban,Female,Primary completed,Divorced/separated,1 adult Household,0,36,0,0
Mandera,Rural,Female,Some secondary,Single/Never Married,>1 adult Household,0,18,1,1
Taita-Taveta,Rural,Female,Some primary ,Married/Living with partner,1 adult Household,0,60,0,0
Narok,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,1,21,1,1
Nairobi City,Urban,Female,Primary completed,Single/Never Married,>1 adult Household,0,47,0,0
Bomet,Rural,Male,Secondary completed ,Married/Living with partner,1 adult Household,0,35,1,1
Nakuru,Rural,Male,Some secondary,Single/Never Married,>1 adult Household,0,33,1,1
Nakuru,Urban,Male,Completed technical training after secondary school,Single/Never Married,1 adult Household,0,28,1,0
Uasin Gishu,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,33,1,0
West Pokot,Urban,Male,Some primary ,Widowed,1 adult Household,0,33,1,0
Isiolo,Rural,Female,None ,Widowed,1 adult Household,0,70,0,0
Makueni,Urban,Male,Some secondary,Married/Living with partner,>1 adult Household,0,75,0,0
Bungoma,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,24,1,1
Kirinyaga,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,45,0,0
Kajiado,Urban,Male,Some secondary,Single/Never Married,1 adult Household,0,27,1,0
Laikipia,Rural,Female,Primary completed,Divorced/separated,>1 adult Household,0,51,0,0
Embu,Rural,Female,Secondary completed ,Single/Never Married,>1 adult Household,1,21,1,1
Mombasa,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,33,1,0
Nyamira,Rural,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,52,0,0
Lamu,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,35,1,1
Kisumu,Urban,Male,Some primary ,Divorced/separated,>1 adult Household,0,46,0,0
Vihiga,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,47,0,0
Nyeri,Rural,Male,Secondary completed ,Married/Living with partner,1 adult Household,0,31,1,1
Mandera,Urban,Female,Some technical training after secondary school,Married/Living with partner,>1 adult Household,0,35,1,0
Kericho,Rural,Female,None ,Single/Never Married,>1 adult Household,0,27,1,1
Kilifi,Urban,Female,Primary completed,Married/Living with partner,>1 adult Household,0,32,1,0
Turkana,Urban,Female,Secondary completed ,Married/Living with partner,>1 adult Household,0,29,1,0
Kwale,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,25,1,1
Samburu,Rural,Female,None ,Married/Living with partner,1 adult Household,0,32,1,1
Laikipia,Rural,Female,None ,Married/Living with partner,>1 adult Household,1,75,0,0
Kilifi,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,43,0,0
Kisii,Rural,Female,Some primary ,Widowed,1 adult Household,0,65,0,0
Makueni,Rural,Male,Secondary completed ,Single/Never Married,>1 adult Household,0,28,1,1
Isiolo,Urban,Female,Completed technical training after secondary school,Single/Never Married,1 adult Household,0,38,0,0
Trans Nzoia,Rural,Female,Some university,Single/Never Married,>1 adult Household,0,23,1,1
Nakuru,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,33,1,0
Baringo,Urban,Female,Some secondary,Divorced/separated,1 adult Household,1,23,1,0
Nyandarua,Rural,Male,Some secondary,Single/Never Married,>1 adult Household,1,20,1,1
Laikipia,Rural,Male,None ,Divorced/separated,1 adult Household,1,62,0,0
Machakos,Urban,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,27,1,0
Bomet,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,37,0,0
Mandera,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,40,0,0
Marsabit,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,55,0,0
Embu,Urban,Female,Primary completed,Married/Living with partner,>1 adult Household,0,58,0,0
Migori,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,47,0,0
Nandi,Rural,Female,Some primary ,Single/Never Married,>1 adult Household,0,25,1,1
Baringo,Rural,Male,University completed ,Married/Living with partner,>1 adult Household,0,52,0,0
Tharaka-Nithi,Urban,Male,Primary completed,Married/Living with partner,1 adult Household,0,73,0,0
Nakuru,Urban,Male,University completed ,Married/Living with partner,>1 adult Household,0,70,0,0
Elgeyo-Marakwet,Rural,Female,None ,Widowed,>1 adult Household,1,98,0,0
Machakos,Urban,Male,University completed ,Married/Living with partner,>1 adult Household,0,29,1,0
Mombasa,Urban,Female,Primary completed,Single/Never Married,>1 adult Household,0,21,1,0
Bomet,Urban,Male,Secondary completed ,Single/Never Married,>1 adult Household,0,26,1,0
Busia,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,33,1,1
Machakos,Urban,Male,Some primary ,Single/Never Married,>1 adult Household,1,20,1,0
Trans Nzoia,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,36,0,0
Kisumu,Urban,Female,Some primary ,Widowed,1 adult Household,0,26,1,0
Garissa,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,51,0,0
Tharaka-Nithi,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,40,0,0
Bomet,Urban,Female,Secondary completed ,Single/Never Married,1 adult Household,1,27,1,0
Siaya,Rural,Male,Secondary completed ,Married/Living with partner,1 adult Household,0,38,0,0
Lamu,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,30,1,0
Nakuru,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,26,1,1
Nakuru,Rural,Male,Some primary ,Married/Living with partner,1 adult Household,0,71,0,0
Nyeri,Rural,Female,Secondary completed ,Single/Never Married,>1 adult Household,0,19,1,1
Nyeri,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,29,1,1
Homabay,Urban,Female,Secondary completed ,Single/Never Married,>1 adult Household,0,25,1,0
West Pokot,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,35,1,1
Busia,Rural,Female,Secondary completed ,Married/Living with partner,1 adult Household,0,24,1,1
Marsabit,Urban,Female,Some primary ,Widowed,1 adult Household,0,46,0,0
Tharaka-Nithi,Rural,Female,Some primary ,Married/Living with partner,>1 adult Household,0,40,0,0
Migori,Urban,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,27,1,0
Nairobi City,Urban,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,25,1,0
Kajiado,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,28,1,1
Lamu,Urban,Male,Primary completed,Married/Living with partner,1 adult Household,0,34,1,0
Nairobi City,Urban,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,28,1,0
Nakuru,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,38,0,0
Nairobi City,Urban,Male,Primary completed,Single/Never Married,>1 adult Household,0,25,1,0
West Pokot,Rural,Female,None ,Divorced/separated,1 adult Household,1,45,0,0
Lamu,Rural,Male,Primary completed,Single/Never Married,>1 adult Household,1,18,1,1
Elgeyo-Marakwet,Rural,Male,Some secondary,Divorced/separated,1 adult Household,0,39,0,0
Machakos,Rural,Female,Some primary ,Married/Living with partner,1 adult Household,0,56,0,0
Marsabit,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,24,1,1
Garissa,Rural,Female,None ,Married/Living with partner,>1 adult Household,1,29,1,1
Machakos,Rural,Male,Completed technical training after secondary school,Divorced/separated,>1 adult Household,0,25,1,1
Kajiado,Urban,Male,None ,Married/Living with partner,>1 adult Household,0,27,1,0
Vihiga,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,35,1,1
Laikipia,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,46,0,0
Isiolo,Urban,Female,None ,Married/Living with partner,>1 adult Household,0,32,1,0
Nakuru,Urban,Male,Some primary ,Divorced/separated,1 adult Household,0,58,0,0
Kirinyaga,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,73,0,0
Isiolo,Urban,Male,None ,Divorced/separated,>1 adult Household,1,50,0,0
Mandera,Urban,Female,None ,Married/Living with partner,>1 adult Household,0,69,0,0
Isiolo,Rural,Female,None ,Married/Living with partner,1 adult Household,0,32,1,1
Kericho,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,47,0,0
Kajiado,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,38,0,0
Migori,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,1,38,0,0
Kisii,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,38,0,0
Turkana,Urban,Female,Completed technical training after secondary school,Single/Never Married,1 adult Household,0,24,1,0
Samburu,Rural,Female,Some primary ,Married/Living with partner,>1 adult Household,0,22,1,1
Wajir,Urban,Female,Secondary completed ,Single/Never Married,>1 adult Household,0,23,1,0
Wajir,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,38,0,0
Laikipia,Rural,Female,None ,Single/Never Married,1 adult Household,1,45,0,0
Nairobi City,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,30,1,0
Kakamega,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,34,1,1
Uasin Gishu,Urban,Female,Completed technical training after secondary school,Single/Never Married,1 adult Household,0,29,1,0
Kajiado,Urban,Male,University completed ,Married/Living with partner,>1 adult Household,0,29,1,0
Migori,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,65,0,0
Homabay,Urban,Female,University completed ,Married/Living with partner,1 adult Household,0,37,0,0
Uasin Gishu,Rural,Female,Some secondary,Single/Never Married,1 adult Household,0,35,1,1
Kitui,Rural,Female,Some primary ,Single/Never Married,1 adult Household,1,26,1,1
Nyandarua,Urban,Female,Primary completed,Single/Never Married,>1 adult Household,0,49,0,0
Uasin Gishu,Urban,Male,Some primary ,Divorced/separated,1 adult Household,0,30,1,0
Kitui,Rural,Male,Some primary ,Single/Never Married,>1 adult Household,1,18,1,1
Kitui,Rural,Female,Some primary ,Divorced/separated,1 adult Household,0,44,0,0
Kakamega,Rural,Female,Secondary completed ,Divorced/separated,1 adult Household,0,30,1,1
Kirinyaga,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,60,0,0
Machakos,Urban,Female,Some primary ,Married/Living with partner,1 adult Household,0,50,0,0
Homabay,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,39,0,0
Garissa,Rural,Female,None ,Don't know   (DO NOT READ OUT),>1 adult Household,0,29,1,1
Kisii,Rural,Female,Secondary completed ,Divorced/separated,>1 adult Household,0,50,0,0
Vihiga,Rural,Male,Secondary completed ,Single/Never Married,>1 adult Household,0,24,1,1
Kilifi,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,43,0,0
Nakuru,Urban,Female,Some primary ,Married/Living with partner,>1 adult Household,0,32,1,0
Garissa,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,30,1,1
Nyamira,Urban,Male,Some secondary,Married/Living with partner,>1 adult Household,1,21,1,0
Kiambu,Urban,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,32,1,0
Marsabit,Urban,Male,None ,Married/Living with partner,>1 adult Household,0,49,0,0
Kisumu,Rural,Male,Some secondary,Married/Living with partner,1 adult Household,0,24,1,1
Bomet,Urban,Female,Some university,Single/Never Married,>1 adult Household,0,19,1,0
Samburu,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,26,1,1
Vihiga,Rural,Female,None ,Widowed,>1 adult Household,0,65,0,0
Kitui,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,49,0,0
Turkana,Rural,Female,None ,Widowed,1 adult Household,1,56,0,0
Nakuru,Urban,Female,Primary completed,Married/Living with partner,1 adult Household,0,35,1,0
Vihiga,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,75,0,0
Bomet,Rural,Female,Primary completed,Widowed,1 adult Household,0,31,1,1
Kilifi,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,36,0,0
Garissa,Rural,Male,None ,Single/Never Married,>1 adult Household,0,21,1,1
West Pokot,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,30,1,1
Bungoma,Rural,Female,Completed technical training after secondary school,Widowed,>1 adult Household,0,63,0,0
Tharaka-Nithi,Rural,Female,Some primary ,Single/Never Married,1 adult Household,0,28,1,1
Machakos,Urban,Female,Secondary completed ,Single/Never Married,1 adult Household,0,28,1,0
Kakamega,Urban,Male,Completed technical training after secondary school,Married/Living with partner,1 adult Household,0,31,1,0
Kericho,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,43,0,0
Kilifi,Rural,Female,None ,Widowed,>1 adult Household,1,68,0,0
Turkana,Rural,Female,None ,Divorced/separated,1 adult Household,1,22,1,1
Uasin Gishu,Rural,Female,None ,Widowed,1 adult Household,0,79,0,0
Kisumu,Rural,Female,Some secondary,Divorced/separated,>1 adult Household,0,40,0,0
Bomet,Rural,Female,Primary completed,Married/Living with partner,>1 adult Household,0,20,1,1
Nakuru,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,36,0,0
Trans Nzoia,Rural,Female,Secondary completed ,Married/Living with partner,>1 adult Household,0,49,0,0
Turkana,Rural,Female,Some primary ,Married/Living with partner,>1 adult Household,0,32,1,1
Machakos,Urban,Female,Some primary ,Single/Never Married,1 adult Household,0,42,0,0
Migori,Rural,Female,Primary completed,Divorced/separated,1 adult Household,1,61,0,0
Kilifi,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,62,0,0
Vihiga,Rural,Female,Some secondary,Married/Living with partner,1 adult Household,0,30,1,1
Garissa,Urban,Male,None ,Married/Living with partner,>1 adult Household,0,46,0,0
Nyandarua,Urban,Male,Some secondary,Married/Living with partner,>1 adult Household,0,55,0,0
Machakos,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,45,0,0
Homabay,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,1,28,1,1
Wajir,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,38,0,0
Isiolo,Rural,Female,Some primary ,Divorced/separated,1 adult Household,0,23,1,1
Trans Nzoia,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,29,1,1
Makueni,Rural,Male,Some secondary,Single/Never Married,>1 adult Household,0,22,1,1
Nyeri,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,46,0,0
Machakos,Rural,Male,Some primary ,Divorced/separated,1 adult Household,0,46,0,0
Nakuru,Rural,Female,Secondary completed ,Single/Never Married,1 adult Household,0,24,1,1
Bungoma,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,30,1,1
Nyeri,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,34,1,0
Bungoma,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,33,1,1
Samburu,Rural,Female,None ,Widowed,>1 adult Household,0,61,0,0
Nyeri,Urban,Female,Secondary completed ,Widowed,1 adult Household,0,80,0,0
Laikipia,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,70,0,0
Nyeri,Rural,Male,Some secondary,Widowed,1 adult Household,0,93,0,0
Marsabit,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,80,0,0
Nyeri,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,35,1,1
Samburu,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,72,0,0
Tharaka-Nithi,Rural,Female,Primary completed,Widowed,1 adult Household,0,56,0,0
Kiambu,Rural,Male,Some university,Single/Never Married,>1 adult Household,0,24,1,1
Migori,Rural,Female,Some secondary,Divorced/separated,>1 adult Household,0,48,0,0
Trans Nzoia,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,42,0,0
Kwale,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,47,0,0
Mombasa,Urban,Male,Some technical training after secondary school,Single/Never Married,1 adult Household,0,24,1,0
Busia,Rural,Female,Primary completed,Married/Living with partner,>1 adult Household,1,32,1,1
Kisumu,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,27,1,0
Kakamega,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,33,1,1
Garissa,Urban,Female,Some primary ,Divorced/separated,>1 adult Household,0,30,1,0
Murang'a,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,42,0,0
Nakuru,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,78,0,0
Murang'a,Rural,Female,Secondary completed ,Widowed,1 adult Household,0,54,0,0
Nairobi City,Urban,Female,University completed ,Widowed,>1 adult Household,0,52,0,0
Meru,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,70,0,0
Nyamira,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,45,0,0
Bomet,Rural,Male,Some university,Married/Living with partner,>1 adult Household,0,37,0,0
Nakuru,Urban,Female,Primary completed,Married/Living with partner,1 adult Household,0,25,1,0
Kisii,Rural,Male,Some secondary,Divorced/separated,1 adult Household,0,60,0,0
Taita-Taveta,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,25,1,1
Mandera,Urban,Male,None ,Married/Living with partner,>1 adult Household,0,29,1,0
Nyeri,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,73,0,0
Siaya,Urban,Male,Secondary completed ,Single/Never Married,1 adult Household,1,24,1,0
Uasin Gishu,Rural,Male,Secondary completed ,Single/Never Married,1 adult Household,0,21,1,1
Kajiado,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,54,0,0
Bomet,Rural,Female,University completed ,Married/Living with partner,>1 adult Household,0,28,1,1
Meru,Rural,Female,Primary completed,Widowed,>1 adult Household,0,63,0,0
Bomet,Rural,Female,None ,Widowed,>1 adult Household,1,83,0,0
Kisii,Rural,Female,Some primary ,Widowed,>1 adult Household,1,48,0,0
Laikipia,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,23,1,0
Tharaka-Nithi,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,1,27,1,1
Nyamira,Rural,Male,None ,Widowed,>1 adult Household,0,83,0,0
Nairobi City,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,1,30,1,0
Laikipia,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,22,1,1
Kitui,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,49,0,0
Garissa,Urban,Female,Primary completed,Divorced/separated,1 adult Household,1,30,1,0
Nyamira,Rural,Female,Some primary ,Married/Living with partner,1 adult Household,0,53,0,0
Kericho,Urban,Female,Some primary ,Married/Living with partner,>1 adult Household,0,32,1,0
Mombasa,Urban,Female,Some primary ,Divorced/separated,1 adult Household,0,28,1,0
Trans Nzoia,Rural,Female,University completed ,Widowed,1 adult Household,0,58,0,0
Kiambu,Urban,Female,Some primary ,Married/Living with partner,>1 adult Household,0,33,1,0
Laikipia,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,56,0,0
Kisii,Urban,Female,University completed ,Married/Living with partner,>1 adult Household,0,44,0,0
Elgeyo-Marakwet,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,36,0,0
Bungoma,Rural,Female,Primary completed,Married/Living with partner,1 adult Household,0,30,1,1
Bomet,Rural,Male,Some primary ,Widowed,1 adult Household,1,30,1,1
Vihiga,Urban,Female,Primary completed,Married/Living with partner,1 adult Household,0,26,1,0
Kakamega,Rural,Female,Some secondary,Widowed,1 adult Household,0,60,0,0
Kiambu,Rural,Female,None ,Widowed,1 adult Household,0,88,0,0
Machakos,Urban,Female,Secondary completed ,Married/Living with partner,>1 adult Household,0,45,0,0
Uasin Gishu,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,48,0,0
